asv,Kingdom,Phylum,Class,Order,Family,Genus,Species
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Oribacterium.NA,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,NA
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Oribacterium.sinus,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,sinus
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Roseburia.hominis,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,hominis
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Roseburia.intestinalis,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,intestinalis
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Roseburia.inulinivorans,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,inulinivorans
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Roseburia.NA,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,NA
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Sellimonas.NA,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Sellimonas,NA
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Shuttleworthia.NA,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Shuttleworthia,NA
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Shuttleworthia.satelles,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Shuttleworthia,satelles
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Tuzzerella.NA,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tuzzerella,NA
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Tyzzerella.NA,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tyzzerella,NA
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.UC5-1-2E3.NA,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,UC5-1-2E3,NA
Bacteria.Firmicutes.Clostridia.Monoglobales.Monoglobaceae.Monoglobus.NA,Bacteria,Firmicutes,Clostridia,Monoglobales,Monoglobaceae,Monoglobus,NA
Bacteria.Firmicutes.Clostridia.Monoglobales.Monoglobaceae.Monoglobus.pectinilyticus,Bacteria,Firmicutes,Clostridia,Monoglobales,Monoglobaceae,Monoglobus,pectinilyticus
Bacteria.Firmicutes.Clostridia.NA.NA.NA.NA,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA
Bacteria.Firmicutes.Clostridia.Oscillospirales.Butyricicoccaceae.Butyricicoccus.NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Butyricicoccaceae,Butyricicoccus,NA
Bacteria.Firmicutes.Clostridia.Oscillospirales.Butyricicoccaceae.NA.NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Butyricicoccaceae,NA,NA
Bacteria.Firmicutes.Clostridia.Oscillospirales.Butyricicoccaceae.UCG-008.NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Butyricicoccaceae,UCG-008,NA
Bacteria.Firmicutes.Clostridia.Oscillospirales.Butyricicoccaceae.UCG-009.NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Butyricicoccaceae,UCG-009,NA
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ethanoligenenaceae.Acetanaerobacterium.NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ethanoligenenaceae,Acetanaerobacterium,NA
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ethanoligenenaceae.Ethanoligenens.NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ethanoligenenaceae,Ethanoligenens,NA
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ethanoligenenaceae.NA.NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ethanoligenenaceae,NA,NA
Bacteria.Firmicutes.Clostridia.Oscillospirales.NA.NA.NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,NA,NA
Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.Colidextribacter.massiliensis,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Colidextribacter,massiliensis
Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.Colidextribacter.NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Colidextribacter,NA
Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.Flavonifractor.NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Flavonifractor,NA
Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.Flavonifractor.plautii,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Flavonifractor,plautii
Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.Intestinimonas.butyriciproducens,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Intestinimonas,butyriciproducens
Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.Intestinimonas.massiliensis,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Intestinimonas,massiliensis
Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.Intestinimonas.NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Intestinimonas,NA
Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.NA.NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NA,NA
Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.NK4A214_group.NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NK4A214_group,NA
Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.Oscillibacter.NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillibacter,NA
Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.Oscillospira.NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillospira,NA
Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.Pseudoflavonifractor.capillosus,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Pseudoflavonifractor,capillosus
Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.Pseudoflavonifractor.NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Pseudoflavonifractor,NA
Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.UCG-002.NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-002,NA
Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.UCG-003.NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-003,NA
Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.UCG-005.NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005,NA
Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.UCG-007.NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-007,NA
Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.V9D2013_group.NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,V9D2013_group,NA
Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospirales_fa.Hydrogenoanaerobacterium.NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospirales_fa,Hydrogenoanaerobacterium,NA
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Anaerofilum.NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Anaerofilum,NA
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Anaerotruncus.colihominis,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Anaerotruncus,colihominis
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Anaerotruncus.NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Anaerotruncus,NA
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Anaerotruncus.rubiinfantis,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Anaerotruncus,rubiinfantis
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Angelakisella.massiliensis,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Angelakisella,massiliensis
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Angelakisella.NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Angelakisella,NA
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.CAG-352.NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,CAG-352,NA
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Candidatus_Soleaferrea.NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Candidatus_Soleaferrea,NA
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Caproiciproducens.NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Caproiciproducens,NA
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.DTU089.NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,DTU089,NA
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Faecalibacterium.NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,NA
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Faecalibacterium.prausnitzii,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,prausnitzii
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Fournierella.massiliensis,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Fournierella,massiliensis
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Fournierella.NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Fournierella,NA
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Harryflintia.acetispora,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Harryflintia,acetispora
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Harryflintia.NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Harryflintia,NA
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Incertae_Sedis.NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Incertae_Sedis,NA
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.NA.NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA,NA
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Negativibacillus.massiliensis,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Negativibacillus,massiliensis
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Negativibacillus.NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Negativibacillus,NA
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Paludicola.NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Paludicola,NA
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Phocea.massiliensis,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Phocea,massiliensis
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Phocea.NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Phocea,NA
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Pygmaiobacter.NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Pygmaiobacter,NA
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Ruminococcus.bicirculans,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,bicirculans
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Ruminococcus.bromii,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,bromii
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Ruminococcus.callidus,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,callidus
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Ruminococcus.champanellensis,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,champanellensis
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Ruminococcus.NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,NA
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Subdoligranulum.NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Subdoligranulum,NA
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Subdoligranulum.variabile,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Subdoligranulum,variabile
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.UBA1819.NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,UBA1819,NA
Bacteria.Firmicutes.Clostridia.Oscillospirales.UCG-010.NA.NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,NA,NA
Bacteria.Firmicutes.Clostridia.Peptococcales.Peptococcaceae.NA.NA,Bacteria,Firmicutes,Clostridia,Peptococcales,Peptococcaceae,NA,NA
Bacteria.Firmicutes.Clostridia.Peptococcales.Peptococcaceae.Peptococcus.NA,Bacteria,Firmicutes,Clostridia,Peptococcales,Peptococcaceae,Peptococcus,NA
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Anaerovoracaceae.Anaerovorax.NA,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Anaerovorax,NA
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Anaerovoracaceae.Family_XIII_AD3011_group.NA,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Family_XIII_AD3011_group,NA
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Anaerovoracaceae.Family_XIII_UCG-001.NA,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Family_XIII_UCG-001,NA
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Anaerovoracaceae.NA.NA,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,NA,NA
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.NA.NA.NA,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,NA,NA,NA
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcaceae.Intestinibacter.bartlettii,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Intestinibacter,bartlettii
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcaceae.Intestinibacter.NA,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Intestinibacter,NA
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcaceae.NA.NA,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,NA,NA
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcaceae.Paeniclostridium.NA,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Paeniclostridium,NA
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcaceae.Peptostreptococcus.anaerobius,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptostreptococcus,anaerobius
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcaceae.Peptostreptococcus.stomatis,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptostreptococcus,stomatis
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcaceae.Romboutsia.NA,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,NA
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcaceae.Sporacetigenium.NA,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Sporacetigenium,NA
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcaceae.Terrisporobacter.NA,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Terrisporobacter,NA
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcales-Tissierellales_fa.Anaerococcus.NA,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales_fa,Anaerococcus,NA
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcales-Tissierellales_fa.Ezakiella.NA,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales_fa,Ezakiella,NA
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcales-Tissierellales_fa.Fenollaria.NA,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales_fa,Fenollaria,NA
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcales-Tissierellales_fa.Finegoldia.NA,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales_fa,Finegoldia,NA
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcales-Tissierellales_fa.Murdochiella.NA,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales_fa,Murdochiella,NA
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcales-Tissierellales_fa.Parvimonas.NA,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales_fa,Parvimonas,NA
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcales-Tissierellales_fa.Peptoniphilus.NA,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales_fa,Peptoniphilus,NA
Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcales-Tissierellales_fa.W5053.NA,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales_fa,W5053,NA
Bacteria.Firmicutes.NA.NA.NA.NA.NA,Bacteria,Firmicutes,NA,NA,NA,NA,NA
Bacteria.Firmicutes.Negativicutes.Acidaminococcales.Acidaminococcaceae.Acidaminococcus.fermentans,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,fermentans
Bacteria.Firmicutes.Negativicutes.Acidaminococcales.Acidaminococcaceae.Acidaminococcus.intestini,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,intestini
Bacteria.Firmicutes.Negativicutes.Acidaminococcales.Acidaminococcaceae.Acidaminococcus.NA,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,NA
Bacteria.Firmicutes.Negativicutes.Acidaminococcales.Acidaminococcaceae.NA.NA,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,NA,NA
Bacteria.Firmicutes.Negativicutes.Acidaminococcales.Acidaminococcaceae.Phascolarctobacterium.faecium,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,faecium
